states,districts,delta_confirmed,delta_deceased,delta_recovered,delta_tested,delta_vaccinated1,delta_vaccinated2,delta_population,delta21_14_confirmed,delta21_14_deceased,delta21_14_recovered,delta21_14_tested,delta21_14_vaccinated1,delta21_14_vaccinated2,delta21_14_population,delta7_confirmed,delta7_deceased,delta7_recovered,delta7_tested,delta7_vaccinated1,delta7_vaccinated2,delta7_population,meta_confirmed,meta_deceased,meta_recovered,meta_tested,meta_vaccinated1,meta_vaccinated2,meta_population,total_confirmed,total_deceased,total_recovered,total_tested,total_vaccinated1,total_vaccinated2,total_population
AN,Nicobars,,,,,,,,,,,,,,,,,,,62.0,811.0,,,,,,,,36842.0,,,,,25394.0,20313.0,
AN,North and Middle Andaman,,,,,,8.0,,,,,,,,,,,,,90.0,1839.0,,,,,,,,105597.0,,,,,78945.0,59522.0,
AN,South Andaman,,,,,3.0,28.0,,,,,,,,,,,,,732.0,8012.0,,,,,,,,238142.0,,,,,189662.0,120322.0,
AN,Unknown,,,,,,,,9.0,,,,,,,3.0,,5.0,,,,,,,,,,,,7651.0,129.0,7518.0,,,,
AP,Anantapur,4.0,,5.0,,4575.0,5370.0,,50.0,,,,,,,38.0,,58.0,,92803.0,140903.0,,,,,{'date': '2020-11-26'},,,4083315.0,157843.0,1093.0,156699.0,787085.0,2690082.0,1611476.0,
AP,Chittoor,64.0,1.0,87.0,,878.0,1306.0,,631.0,,,,,,,516.0,6.0,629.0,,63824.0,119541.0,,,,,{'date': '2020-11-26'},,,4170468.0,246935.0,1947.0,244144.0,780322.0,2832987.0,1807873.0,
AP,East Godavari,87.0,,121.0,,41.0,237.0,,401.0,,,,,,,604.0,,520.0,,36973.0,223236.0,,,,,{'date': '2020-11-26'},,,5151549.0,293836.0,1290.0,291610.0,944746.0,3532220.0,1990578.0,
AP,Foreign Evacuees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0,,434.0,,,,
AP,Guntur,33.0,,198.0,,1119.0,1248.0,,509.0,,,,,,,272.0,4.0,619.0,,285377.0,156818.0,,,,,{'date': '2020-11-26'},,,4889230.0,178068.0,1237.0,176629.0,833823.0,3440118.0,1891773.0,
AP,Krishna,46.0,1.0,71.0,,51.0,337.0,,405.0,,,,,,,422.0,9.0,467.0,,75352.0,230788.0,,,,,{'date': '2020-11-26'},,,4529009.0,119348.0,1430.0,117130.0,782232.0,2971604.0,1914927.0,
AP,Kurnool,6.0,,3.0,,4716.0,1538.0,,31.0,,,,,,,25.0,,26.0,,178620.0,73119.0,,,,,{'date': '2020-11-26'},,,4046601.0,124142.0,853.0,123264.0,867361.0,2672759.0,1290419.0,
AP,Other State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2461.0,,2461.0,,,,
AP,Prakasam,6.0,,37.0,,3292.0,5872.0,,243.0,,,,,,,103.0,3.0,290.0,,137338.0,130213.0,,,,,{'date': '2020-11-26'},,,3392764.0,138482.0,1124.0,136989.0,697340.0,2321031.0,1521177.0,
AP,S.P.S. Nellore,34.0,1.0,23.0,,2724.0,1639.0,,283.0,,,,,,,155.0,2.0,235.0,,96973.0,114393.0,,,,,{'date': '2020-11-26'},,,2966082.0,146388.0,1053.0,144919.0,682964.0,2143402.0,1403240.0,
AP,Srikakulam,19.0,,20.0,,2.0,6.0,,47.0,,,,,,,132.0,,72.0,,18883.0,129575.0,,,,,{'date': '2020-11-26'},,,2699471.0,123109.0,786.0,122136.0,670899.0,1630248.0,974734.0,
AP,Visakhapatnam,27.0,,30.0,,1309.0,2311.0,,273.0,,,,,,,237.0,1.0,227.0,,65301.0,207340.0,,,,,{'date': '2020-11-26'},,,4288113.0,157737.0,1127.0,156492.0,744983.0,2999432.0,1864960.0,
AP,Vizianagaram,7.0,1.0,11.0,,601.0,1855.0,,30.0,,,,,,,53.0,1.0,38.0,,44847.0,123576.0,,,,,{'date': '2020-11-26'},,,2342868.0,82967.0,672.0,82231.0,531433.0,1393491.0,996097.0,
AP,West Godavari,40.0,,44.0,,878.0,1884.0,,171.0,,,,,,,234.0,4.0,246.0,,61021.0,146562.0,,,,,{'date': '2020-11-26'},,,3934782.0,179077.0,1117.0,177680.0,793098.0,2525317.0,1778807.0,
AP,Y.S.R. Kadapa,12.0,,25.0,,1005.0,1101.0,,146.0,,,,,,,82.0,,163.0,,65843.0,90958.0,,,,,{'date': '2020-11-26'},,,2884524.0,115623.0,644.0,114904.0,671761.0,1824032.0,1328711.0,
AR,Anjaw,,,,,,,,,,,,,,,,,,,45.0,452.0,,,,,{'date': '2021-01-28'},,,21089.0,1068.0,3.0,1065.0,2845.0,11695.0,7957.0,
AR,Capital Complex,,,,,,,,,,,,,,,,,,,,,,,,,{'date': '2020-12-24'},,,,,,,115210.0,,,
AR,Changlang,,,1.0,,,,,,,,,,,,3.0,,3.0,,298.0,3803.0,,,,,{'date': '2021-01-28'},,,147951.0,3807.0,22.0,3780.0,23861.0,88857.0,55361.0,
AR,East Kameng,,,,,,1.0,,,,,,,,,,,,,76.0,409.0,,,,,{'date': '2021-01-28'},,,78413.0,1094.0,,1094.0,7489.0,22931.0,15646.0,
AR,East Siang,,,5.0,,,,,2.0,,,,,,,9.0,,10.0,,365.0,2013.0,,,,,{'date': '2021-01-28'},,,99019.0,3206.0,17.0,3183.0,21867.0,54001.0,39434.0,
AR,Kamle,,,,,,,,,,,,,,,,,,,36.0,185.0,,,,,{'date': '2021-01-28'},,,22256.0,512.0,,512.0,1385.0,6946.0,3874.0,
AR,Kra Daadi,,,,,,,,,,,,,,,,,,,5.0,23.0,,,,,{'date': '2021-01-28'},,,,270.0,,270.0,3218.0,6275.0,3272.0,
AR,Kurung Kumey,,,,,,,,,,,,,,,,,,,27.0,255.0,,,,,{'date': '2021-01-28'},,,89717.0,511.0,1.0,510.0,4201.0,9121.0,5601.0,
AR,Lepa Rada,,,,,6.0,54.0,,,,,,,,,,,1.0,,40.0,307.0,,,,,{'date': '2021-01-28'},,,,874.0,3.0,871.0,6747.0,13328.0,10176.0,
AR,Lohit,,,,,,,,2.0,,,,,,,9.0,,3.0,,221.0,1494.0,,,,,{'date': '2021-01-28'},,,145538.0,2885.0,26.0,2851.0,14945.0,31120.0,22003.0,
AR,Longding,,,,,,,,,,,,,,,1.0,,,,46.0,356.0,,,,,{'date': '2021-01-28'},,,60000.0,752.0,2.0,749.0,10342.0,19259.0,7826.0,
AR,Lower Dibang Valley,,,,,19.0,1.0,,6.0,,,,,,,14.0,,3.0,,171.0,931.0,,,,,{'date': '2021-01-28'},,,53986.0,2426.0,11.0,2397.0,12169.0,32639.0,22089.0,
AR,Lower Siang,,,,,,,,,,,,,,,,,,,37.0,317.0,,,,,{'date': '2021-01-28'},,,80597.0,738.0,8.0,730.0,7070.0,16565.0,9990.0,
AR,Lower Subansiri,,,,,2.0,36.0,,7.0,,,,,,,5.0,,2.0,,85.0,767.0,,,,,{'date': '2021-01-28'},,,82839.0,3036.0,15.0,3015.0,10564.0,26916.0,18827.0,
AR,Namsai,,,,,,,,8.0,,,,,,,4.0,,16.0,,209.0,2436.0,,,,,{'date': '2021-01-28'},,,95950.0,2124.0,17.0,2102.0,19987.0,63539.0,47104.0,
AR,Pakke Kessang,,,,,,14.0,,1.0,,,,,,,,,,,25.0,262.0,,,,,{'date': '2021-01-28'},,,,453.0,,453.0,3327.0,8004.0,4998.0,
AR,Papum Pare,1.0,,1.0,,,,,22.0,,,,,,,7.0,,12.0,,1055.0,3799.0,,,,,{'date': '2021-01-28'},,,176385.0,18316.0,98.0,18212.0,41960.0,141168.0,100258.0,
AR,Shi Yomi,,,,,,,,3.0,,,,,,,1.0,,10.0,,2.0,153.0,,,,,{'date': '2021-01-28'},,,13310.0,262.0,,261.0,2169.0,6910.0,5663.0,
AR,Siang,,,,,,,,,,,,,,,,,,,40.0,197.0,,,,,{'date': '2021-01-28'},,,31920.0,411.0,3.0,408.0,4270.0,14408.0,9068.0,
AR,Tawang,,,,,,,,12.0,,,,,,,12.0,,8.0,,91.0,759.0,,,,,{'date': '2021-01-28'},,,49950.0,2577.0,20.0,2533.0,14224.0,29553.0,23287.0,
AR,Tirap,,,,,,,,,,,,,,,,,2.0,,35.0,631.0,,,,,{'date': '2021-01-28'},,,111997.0,1109.0,5.0,1102.0,14657.0,31565.0,21200.0,
AR,Upper Dibang Valley,,,,,,,,1.0,,,,,,,,,1.0,,3.0,11.0,,,,,{'date': '2021-01-28'},,,7948.0,337.0,2.0,335.0,1910.0,4156.0,2603.0,
AR,Upper Siang,,,,,,,,2.0,,,,,,,,,2.0,,38.0,411.0,,,,,{'date': '2021-01-28'},,,35289.0,1016.0,1.0,1015.0,6564.0,18594.0,13671.0,
AR,Upper Subansiri,,,,,,,,,,,,,,,,,,,93.0,1122.0,,,,,{'date': '2021-01-28'},,,83205.0,1958.0,6.0,1952.0,6217.0,24842.0,16390.0,
AR,West Kameng,,,7.0,,15.0,89.0,,17.0,,,,,,,1.0,,21.0,,206.0,1914.0,,,,,{'date': '2021-01-28'},,,87013.0,3545.0,14.0,3518.0,28155.0,55710.0,40321.0,
AR,West Siang,,,-5.0,,,,,4.0,,,,,,,,,3.0,,63.0,640.0,,,,,{'date': '2021-01-28'},,,112272.0,1868.0,6.0,1856.0,13192.0,33773.0,27867.0,
AS,Baksa,,,,,39.0,172.0,,,,,,,,,,,,,2992.0,15169.0,,,,,,,,953773.0,,,,,553967.0,136574.0,
AS,Barpeta,,,,,369.0,1035.0,,,,,,,,,,,,,10495.0,48544.0,,,,,,,,1693190.0,,,,,1095048.0,448006.0,
AS,Biswanath,,,,,507.0,1655.0,,,,,,,,,,,,,5661.0,35727.0,,,,,,,,612491.0,,,,,456088.0,213437.0,
AS,Bongaigaon,,,,,85.0,1287.0,,,,,,,,,,,,,2784.0,18356.0,,,,,,,,732639.0,,,,,493242.0,183782.0,
AS,Cachar,,,,,2149.0,966.0,,,,,,,,,,,,,26826.0,21591.0,,,,,,,,1736319.0,,,,,1101266.0,402535.0,
AS,Charaideo,,,,,3.0,26.0,,,,,,,,,,,,,1853.0,16868.0,,,,,,,,,,,,,309125.0,111219.0,
AS,Chirang,,,,,22.0,89.0,,,,,,,,,,,,,2488.0,9573.0,,,,,,,,481818.0,,,,,288696.0,102397.0,
AS,Darrang,,,,,365.0,270.0,,,,,,,,,,,,,17453.0,21800.0,,,,,,,,908090.0,,,,,596783.0,183724.0,
AS,Dhemaji,,,,,55.0,47.0,,,,,,,,,,,,,3423.0,15318.0,,,,,,,,688077.0,,,,,431792.0,184251.0,
AS,Dhubri,,,,,1042.0,1906.0,,,,,,,,,,,,,12450.0,25644.0,,,,,,,,1948632.0,,,,,945264.0,229696.0,
AS,Dibrugarh,,,,,699.0,4007.0,,,,,,,,,,,,,8869.0,38695.0,,,,,{'date': '2021-02-01'},,,1327748.0,,,,301657.0,914640.0,430800.0,
AS,Dima Hasao,,,,,160.0,59.0,,,,,,,,,,,,,2532.0,3737.0,,,,,,,,213529.0,,,,,116318.0,62593.0,
AS,Goalpara,,,,,47.0,81.0,,,,,,,,,,,,,4013.0,30725.0,,,,,,,,1008959.0,,,,,662016.0,195521.0,
AS,Golaghat,,,,,504.0,2676.0,,,,,,,,,,,,,6525.0,51417.0,,,,,,,,1058674.0,,,,,711564.0,306745.0,
AS,Hailakandi,,,,,88.0,705.0,,,,,,,,,,,,,1724.0,11247.0,,,,,,,,659260.0,,,,,422295.0,146888.0,
AS,Hojai,,,,,512.0,2979.0,,,,,,,,,,,,,6217.0,36724.0,,,,,,,,931218.0,,,,,602504.0,274035.0,
AS,Jorhat,,,,,225.0,2154.0,,,,,,,,,,,,,3383.0,39677.0,,,,,,,,1091295.0,,,,,649267.0,297724.0,
AS,Kamrup,,,,,231.0,253.0,,,,,,,,,,,,,10451.0,45828.0,,,,,,,,1517202.0,,,,,1079092.0,409628.0,
AS,Kamrup Metropolitan,,,,,359.0,1713.0,,,,,,,,,,,,,6625.0,38155.0,,,,,,,,1260419.0,,,,,1246239.0,875897.0,
AS,Karbi Anglong,,,,,342.0,280.0,,,,,,,,,,,,,13744.0,12778.0,,,,,,,,965280.0,,,,,284600.0,102798.0,
AS,Karimganj,,,,,331.0,1382.0,,,,,,,,,,,,,5088.0,20659.0,,,,,,,,1217002.0,,,,,681216.0,203575.0,
AS,Kokrajhar,,,,,162.0,823.0,,,,,,,,,,,,,3935.0,19711.0,,,,,,,,886999.0,,,,,538901.0,156488.0,
AS,Lakhimpur,,,,,148.0,1555.0,,,,,,,,,,,,,5870.0,42164.0,,,,,,,,1040644.0,,,,,681386.0,301369.0,
AS,Majuli,,,,,36.0,166.0,,,,,,,,,,,,,1524.0,7176.0,,,,,,,,167304.0,,,,,117599.0,82507.0,
AS,Morigaon,,,,,264.0,482.0,,,,,,,,,,,,,5298.0,27861.0,,,,,,,,957853.0,,,,,592446.0,212146.0,
AS,Nagaon,,,,,758.0,1481.0,,,,,,,,,,,,,16396.0,36734.0,,,,,,,,2826006.0,,,,,1203831.0,448081.0,
AS,Nalbari,,,,,388.0,1492.0,,,,,,,,,,,,,6785.0,25411.0,,,,,,,,769919.0,,,,,483076.0,168392.0,
AS,Sivasagar,,,,,46.0,714.0,,,,,,,,,,,,,1946.0,23104.0,,,,,,,,1150253.0,,,,,478954.0,223921.0,
AS,Sonitpur,,,,,448.0,2664.0,,,,,,,,,,,,,8341.0,48290.0,,,,,,,,1925975.0,,,,,767841.0,434213.0,
AS,South Salmara Mankachar,,,,,260.0,1288.0,,,,,,,,,,,,,1978.0,15304.0,,,,,,,,555114.0,,,,,239906.0,76599.0,
AS,Tinsukia,,,,,6637.0,1679.0,,,,,,,,,,,,,45002.0,22410.0,,,,,,,,1316948.0,,,,,795057.0,286170.0,
AS,Udalguri,,,,,1935.0,1396.0,,,,,,,,,,,,,17371.0,19343.0,,,,,{'date': '2020-09-16'},,,832769.0,,,,24661.0,504439.0,133919.0,
AS,Unknown,212.0,1.0,236.0,,,,,1499.0,,,,,,,2056.0,24.0,2215.0,,,,,,,,,,,,610645.0,5997.0,600974.0,,,,
AS,West Karbi Anglong,,,,,312.0,147.0,,,,,,,,,,,,,4593.0,4186.0,,,,,,,,300320.0,,,,,127612.0,42942.0,
BR,Araria,,,,,5177.0,3067.0,,,,,,,,,2.0,,,,51331.0,69085.0,,,,,{'date': '2020-10-03'},,,2806200.0,14978.0,116.0,14859.0,219221.0,1177154.0,395227.0,
BR,Arwal,,,,,262.0,1360.0,,,,,,,,,,,,,4059.0,17125.0,,,,,{'date': '2021-01-31'},,,700843.0,7381.0,74.0,7307.0,101624.0,345175.0,116424.0,
BR,Aurangabad,,,,,1264.0,2657.0,,,,,,,,,,,,,25561.0,56431.0,,,,,{'date': '2021-01-31'},,,2511243.0,20011.0,75.0,19936.0,412007.0,1132482.0,407913.0,
BR,Banka,,,,,2635.0,3138.0,,,,,,,,,,,,,24239.0,34077.0,,,,,{'date': '2021-01-31'},,,2029339.0,7379.0,112.0,7267.0,364776.0,935177.0,351254.0,
BR,Begusarai,,,1.0,,1906.0,2774.0,,8.0,,,,,,,2.0,,7.0,,33903.0,65735.0,,,,,{'date': '2020-09-26'},,,2954367.0,27212.0,457.0,26754.0,213670.0,1430906.0,480982.0,
BR,Bhagalpur,,,1.0,,2122.0,3458.0,,1.0,,,,,,,1.0,,1.0,,49875.0,78088.0,,,,,{'date': '2021-01-31'},,,3032226.0,25840.0,309.0,25531.0,582113.0,1494951.0,650332.0,
BR,Bhojpur,,,,,3232.0,4879.0,,,,,,,,,,,,,31626.0,53006.0,,,,,{'date': '2021-01-31'},,,2720155.0,10210.0,159.0,10051.0,466438.0,1291186.0,382719.0,
BR,Buxar,,,,,1083.0,2516.0,,,,,,,,,,,,,14794.0,38792.0,,,,,{'date': '2021-01-31'},,,1707643.0,9248.0,182.0,9066.0,461428.0,907374.0,322555.0,
BR,Darbhanga,,,,,2858.0,5306.0,,,,,,,,,,,1.0,,39165.0,82276.0,,,,,{'date': '2021-01-11'},,,3921971.0,10937.0,370.0,10567.0,448442.0,1869372.0,741553.0,
BR,East Champaran,,,,,2434.0,8014.0,,1.0,,,,,,,2.0,,,,29316.0,84760.0,,,,,{'date': '2020-11-03'},,,5082868.0,19017.0,430.0,18585.0,548132.0,2498559.0,1002939.0,
BR,Gaya,,,,,1708.0,1689.0,,1.0,,,,,,,,,1.0,,72504.0,82490.0,,,,,{'date': '2021-01-31'},,,4379383.0,33952.0,280.0,33672.0,872359.0,1925234.0,722746.0,
BR,Gopalganj,,,,,5308.0,8468.0,,,,,,,,,,,1.0,,31750.0,70093.0,,,,,{'date': '2021-01-31'},,,2558037.0,16685.0,94.0,16591.0,562654.0,1286763.0,481968.0,
BR,Jamui,,,,,1435.0,1416.0,,,,,,,,,,,1.0,,24440.0,24005.0,,,,,{'date': '2021-01-31'},,,1756078.0,9418.0,106.0,9312.0,342005.0,800488.0,222093.0,
BR,Jehanabad,,,,,498.0,1617.0,,,,,,,,,,,,,12986.0,27200.0,,,,,{'date': '2021-01-31'},,,1124176.0,10783.0,109.0,10674.0,492255.0,498448.0,184446.0,
BR,Kaimur,,,,,1067.0,2183.0,,,,,,,,,,,,,19996.0,28681.0,,,,,{'date': '2021-01-31'},,,1626900.0,4984.0,147.0,4837.0,442332.0,801438.0,225437.0,
BR,Katihar,,,,,2680.0,2966.0,,,,,,,,,,,1.0,,53448.0,75733.0,,,,,{'date': '2021-01-31'},,,3068149.0,18145.0,94.0,18051.0,556438.0,1451838.0,403046.0,
BR,Khagaria,,,,,881.0,2118.0,,,,,,,,,,,,,15402.0,32372.0,,,,,{'date': '2020-10-04'},,,1657599.0,10064.0,88.0,9976.0,148340.0,775019.0,222012.0,
BR,Kishanganj,3.0,,1.0,,1997.0,1445.0,,,,,,,,,4.0,,2.0,,24597.0,25592.0,,,,,{'date': '2021-01-31'},,,1690948.0,10128.0,66.0,10057.0,294321.0,757066.0,205274.0,
BR,Lakhisarai,,,,,595.0,1005.0,,,,,,,,,,,,,8894.0,16437.0,,,,,{'date': '2021-01-31'},,,1000717.0,7776.0,102.0,7674.0,332434.0,461970.0,138407.0,
BR,Madhepura,,,,,2700.0,4459.0,,1.0,,,,,,,1.0,,,,28832.0,43563.0,,,,,{'date': '2021-01-31'},,,1994618.0,12547.0,111.0,12435.0,455482.0,965767.0,260408.0,
BR,Madhubani,2.0,,,,2735.0,6686.0,,,,,,,,,3.0,,,,28535.0,69785.0,,,,,{'date': '2021-01-31'},,,4476044.0,18365.0,339.0,18023.0,715168.0,1974159.0,680214.0,
BR,Munger,,,,,851.0,2867.0,,1.0,,,,,,,,,1.0,,7445.0,33005.0,,,,,{'date': '2021-01-31'},,,1359054.0,15111.0,158.0,14953.0,325212.0,707588.0,264665.0,
BR,Muzaffarpur,,,,,3545.0,7023.0,,,,,,,,,,,1.0,,40686.0,80513.0,,,,,{'date': '2021-01-31'},,,4778610.0,31398.0,621.0,30777.0,722651.0,2253919.0,717015.0,
BR,Nalanda,,,,,2168.0,1826.0,,,,,,,,,,,,,36716.0,66091.0,,,,,{'date': '2021-01-31'},,,2872523.0,23432.0,468.0,22964.0,591346.0,1393762.0,638181.0,
BR,Nawada,,,,,4176.0,4338.0,,,,,,,,,1.0,,,,46619.0,35295.0,,,,,{'date': '2020-11-16'},,,2216653.0,10353.0,178.0,10174.0,322514.0,1062349.0,274319.0,
BR,Patna,2.0,,3.0,,737.0,2024.0,,14.0,,,,,,,14.0,,8.0,,35436.0,159875.0,,,,,{'date': '2021-01-31'},,,5772804.0,147007.0,2334.0,144651.0,676238.0,3421614.0,2366474.0,
BR,Purnia,,,,,2821.0,1959.0,,,,,,,,,,,,,61212.0,74531.0,,,,,{'date': '2021-01-05'},,,3273127.0,24427.0,180.0,24247.0,568756.0,1603099.0,729224.0,
BR,Rohtas,,,,,4911.0,4149.0,,,,,,,,,2.0,,,,40918.0,59698.0,,,,,{'date': '2021-01-31'},,,2962593.0,13980.0,271.0,13707.0,521553.0,1498172.0,465660.0,
BR,Saharsa,,,,,28493.0,18126.0,,,,,,,,,,,,,106392.0,80718.0,,,,,{'date': '2021-01-31'},,,1897102.0,17616.0,134.0,17482.0,356327.0,995618.0,366567.0,
BR,Samastipur,1.0,,1.0,,3216.0,5157.0,,1.0,,,,,,,2.0,,2.0,,48167.0,64119.0,,,,,{'date': '2021-01-31'},,,4254782.0,20020.0,155.0,19864.0,614569.0,1991102.0,555728.0,
BR,Saran,,,2.0,,4149.0,6693.0,,,,,,,,,5.0,,2.0,,41734.0,82407.0,,,,,{'date': '2021-01-31'},,,3943098.0,23278.0,255.0,23020.0,761473.0,1868014.0,736766.0,
BR,Sheikhpura,,,,,345.0,788.0,,,,,,,,,,,,,4942.0,10739.0,,,,,{'date': '2021-01-31'},,,634927.0,7693.0,75.0,7618.0,142348.0,287209.0,95322.0,
BR,Sheohar,,,,,666.0,1629.0,,,,,,,,,,,2.0,,2946.0,7111.0,,,,,{'date': '2020-11-16'},,,656916.0,4404.0,36.0,4368.0,199431.0,300967.0,108766.0,
BR,Sitamarhi,,,,,3873.0,5476.0,,1.0,,,,,,,,,,,43474.0,60677.0,,,,,{'date': '2021-01-31'},,,3419622.0,9185.0,127.0,9058.0,453227.0,1511464.0,424182.0,
BR,Siwan,,,,,1163.0,4030.0,,,,,,,,,,,,,18385.0,69069.0,,,,,{'date': '2021-01-31'},,,3318176.0,15195.0,170.0,15025.0,536438.0,1670590.0,684755.0,
BR,Supaul,,,,,3029.0,5131.0,,1.0,,,,,,,,,,,35486.0,71754.0,,,,,{'date': '2021-01-31'},,,2228397.0,17222.0,129.0,17093.0,456511.0,1069993.0,369925.0,
BR,Vaishali,,,,,1522.0,2621.0,,,,,,,,,1.0,,,,45426.0,59038.0,,,,,{'date': '2021-01-31'},,,3495021.0,19827.0,192.0,19632.0,275884.0,1671469.0,478638.0,
BR,West Champaran,,,,,7525.0,6316.0,,,,,,,,,,,,,42709.0,52019.0,,,,,{'date': '2021-01-31'},,,3935042.0,20890.0,358.0,20532.0,551778.0,1784016.0,469332.0,
CH,Chandigarh,5.0,,3.0,1403.0,211.0,1282.0,,23.0,,,,,,,28.0,,20.0,10726.0,3680.0,21641.0,,,,,"{'date': '2021-10-31', 'source': 'https://t.me/Covid19india_Auxiliary_Test_Data/11877'}",,,1055450.0,65351.0,820.0,64495.0,792851.0,926035.0,546981.0,
CT,Balod,,,,,523.0,762.0,,3.0,,,,,,,2.0,,1.0,,5983.0,9451.0,,,,,{'date': '2020-06-14'},,,826165.0,27278.0,396.0,26880.0,2749.0,537459.0,271570.0,
CT,Baloda Bazar,,,1.0,,953.0,605.0,,1.0,,,,,,,,,3.0,,25353.0,17419.0,,,,,{'date': '2020-06-14'},,,1305343.0,43085.0,471.0,42611.0,3816.0,617777.0,211945.0,
CT,Balrampur,,,,,1654.0,725.0,,,,,,,,,,,,,21912.0,17709.0,,,,,{'date': '2020-09-20'},,,598855.0,20302.0,118.0,20182.0,21481.0,305554.0,112777.0,
CT,Bametara,1.0,,,,25.0,25.0,,1.0,,,,,,,1.0,,,,14367.0,7690.0,,,,,{'date': '2020-06-14'},,,197035.0,19963.0,236.0,19726.0,3113.0,405388.0,132925.0,
CT,Bastar,2.0,,2.0,,82.0,129.0,,,,,,,,,24.0,,2.0,,10696.0,9616.0,,,,,{'date': '2020-05-23'},,,1302253.0,21066.0,188.0,20845.0,4522.0,443759.0,178775.0,
CT,Bijapur,3.0,,1.0,,47.0,56.0,,6.0,,,,,,,5.0,,3.0,,1251.0,913.0,,,,,{'date': '2020-06-14'},,,229832.0,8324.0,55.0,8263.0,1239.0,103247.0,44245.0,
CT,Bilaspur,1.0,,3.0,,2404.0,9113.0,,12.0,,,,,,,17.0,2.0,8.0,,18318.0,50320.0,,,,,{'date': '2020-06-14'},,,1961922.0,65681.0,1210.0,64448.0,9823.0,1031494.0,525066.0,
CT,Dakshin Bastar Dantewada,1.0,,,,143.0,1299.0,,4.0,,,,,,,6.0,,2.0,,2225.0,5410.0,,,,,{'date': '2020-06-14'},,,533638.0,10840.0,25.0,10809.0,1168.0,158243.0,80855.0,
CT,Dhamtari,,,2.0,,1.0,18.0,,2.0,,,,,,,2.0,,2.0,,6188.0,7319.0,,,,,{'date': '2020-06-14'},,,799199.0,27239.0,545.0,26690.0,1501.0,509782.0,224591.0,
CT,Durg,4.0,,6.0,,468.0,908.0,,19.0,,,,,,,26.0,1.0,18.0,,17012.0,22719.0,,,,,{'date': '2020-06-14'},,,3343079.0,96880.0,1798.0,95028.0,5020.0,1012391.0,525445.0,
CT,Gariaband,,,,,440.0,153.0,,,,,,,,,1.0,,,,9982.0,5872.0,,,,,{'date': '2020-06-14'},,,597653.0,19701.0,194.0,19506.0,2096.0,293987.0,99137.0,
CT,Gaurela Pendra Marwahi,1.0,,,,257.0,297.0,,,,,,,,,1.0,,,,4045.0,4587.0,,,,,{'date': '2020-06-14'},,,,12011.0,146.0,11864.0,273.0,189474.0,79788.0,
CT,Janjgir Champa,2.0,,4.0,,1722.0,1341.0,,9.0,,,,,,,19.0,1.0,8.0,,45568.0,30991.0,,,,,{'date': '2020-06-14'},,,1620632.0,57636.0,838.0,56766.0,4016.0,896087.0,317605.0,
CT,Jashpur,,,3.0,,187.0,383.0,,6.0,,,,,,,10.0,,6.0,,10933.0,13098.0,,,,,{'date': '2020-06-14'},,,852043.0,27093.0,212.0,26867.0,2542.0,435884.0,182747.0,
CT,Kabeerdham,,,,,1128.0,1288.0,,,,,,,,,1.0,,,,17511.0,17876.0,,,,,{'date': '2020-06-14'},,,584667.0,22771.0,267.0,22503.0,2829.0,402362.0,173494.0,
CT,Kondagaon,,,,,243.0,184.0,,2.0,,,,,,,4.0,,1.0,,8359.0,7999.0,,,,,{'date': '2020-06-14'},,,578326.0,13139.0,99.0,13036.0,1607.0,317695.0,100468.0,
CT,Korba,5.0,,2.0,,1086.0,1126.0,,13.0,,,,,,,23.0,,11.0,,24033.0,24911.0,,,,,{'date': '2020-06-14'},,,1206563.0,54847.0,580.0,54228.0,10034.0,650457.0,287588.0,
CT,Koriya,,1.0,,,2370.0,346.0,,1.0,,,,,,,6.0,1.0,,,15621.0,5751.0,,,,,{'date': '2020-06-14'},,,659039.0,26980.0,177.0,26798.0,2689.0,375503.0,128177.0,
CT,Mahasamund,,,,,159.0,6309.0,,2.0,,,,,,,,,1.0,,4416.0,72466.0,,,,,{'date': '2020-06-14'},,,1032275.0,31365.0,365.0,31000.0,2183.0,738333.0,428365.0,
CT,Mungeli,,,,,1330.0,981.0,,2.0,,,,,,,1.0,,2.0,,15254.0,12880.0,,,,,{'date': '2020-06-14'},,,701707.0,23921.0,167.0,23753.0,2922.0,282508.0,109857.0,
CT,Narayanpur,,,,,1075.0,903.0,,1.0,,,,,,,,,1.0,,3057.0,1858.0,,,,,{'date': '2020-06-14'},,,140206.0,4019.0,14.0,4005.0,804.0,53032.0,19468.0,
CT,Other State,1.0,,,,,,,3.0,,,,,,,4.0,,3.0,,,,,,,,,,,,805.0,131.0,666.0,,,,
CT,Raigarh,2.0,,4.0,,752.0,6265.0,,10.0,,,,,,,8.0,,8.0,,5114.0,122838.0,,,,,{'date': '2020-06-14'},,,1493627.0,62590.0,978.0,61597.0,5084.0,1074306.0,967326.0,
CT,Raipur,9.0,,3.0,,789.0,3193.0,,15.0,,,,,,,33.0,,15.0,,10441.0,40794.0,,,,,{'date': '2020-06-14'},,,4062160.0,158035.0,3139.0,154852.0,12704.0,1557999.0,915437.0,
CT,Rajnandgaon,,,,,596.0,650.0,,2.0,,,,,,,5.0,,3.0,,15753.0,25270.0,,,,,{'date': '2020-11-09'},,,1537520.0,56077.0,515.0,55557.0,124947.0,1028876.0,530711.0,
